catalog_number	plate_location	rack_number	apex_cas_number	apex_item_name	apex_molecular_weight	apex_molecular_formula	apex_smiles	apex_valid_smiles	failed_cas_number	failed_item_name	failed_smiles	super_parent_smiles	super_parent_exact_mass	super_parent_molecular_weight	super_parent_molecular_formula	pubchem_cid
B2072	F06	2	51037-30-0	Acipimox	154.12	C6H6N2O3	CC1=CN=C(C=[N+]1[O-])C(=O)O	True	False	False	False	Cc1cnc(C(=O)O)c[n+]1[O-]	154.037842052	154.125	C6H6N2O3	5310993
B2076	F07	2	60-32-2	(6-)ε-​Aminocaproic acid	131.17	C6H13NO2	C(CCC(=O)O)CCN	True	False	False	False	NCCCCCC(=O)O	131.094628656	131.17499999999998	C6H13NO2	564
B2103	F08	2	58186-27-9	Idebenone	338.44	C19H30O5	CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO	True	False	False	False	COc1c(O)c(C)c(C=CCCCCCCCCO)c(O)c1OC	338.20932406	338.44400000000013	C19H30O5	3686
B2106	F09	2	82034-46-6	Loteprednol etabonate	466.95	C24H31ClO7	CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl	True	False	False	False	CCOC(=O)OC1(C(=O)OCCl)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C	466.17583101199995	466.9580000000003	C24H31ClO7	444025
B2107	F10	2	51-48-9	L-Thyroxine	776.87	C15H11I4NO4	C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N	True	False	False	False	NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O	776.686699832	776.872	C15H11I4NO4	5819
B2109	F11	2	15574-49-9	Mecarbinate	233.26	C13H15NO3	CCOC(=O)C1=C(N(C2=C1C=C(C=C2)O)C)C	True	False	False	False	CCOC(=O)c1c(C)n(C)c2ccc(O)cc12	233.10519334	233.267	C13H15NO3	616236
B2119	G01	2	721-50-6	Prilocaine	220.31	C13H20N2O	CCCNC(C)C(=O)NC1=CC=CC=C1C	True	False	False	False	CCCNC(C)C(=O)Nc1ccccc1C	220.15756326	220.316	C13H20N2O	4906
B2135	G02	2	128-13-2	Ursodiol	392.57	C24H40O4	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	True	False	False	False	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	392.29265975999994	392.58000000000015	C24H40O4	31401
B2143	G03	2	104987-11-3	Tacrolimus (FK506)	804.02	C44H69NO12	CO[C@@H]1C[C@H](/C=C(C)/[C@@H](OC([C@]2([H])CCCCN2C(C([C@]3(O)O[C@H]([C@@H](OC)C[C@H](C/C(C)=C/4)C)[C@@H](OC)C[C@H]3C)=O)=O)=O)[C@H](C)[C@H](CC([C@@H]4CC=C)=O)O)CC[C@H]1O	True	False	False	False	C=CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC	803.481976648	804.031	C44H69NO12	445643
B2148	G04	2	53-03-2	Prednisone	358.43	C21H26O5	CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C	True	False	False	False	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	358.178023932	358.434	C21H26O5	5865
B2274	G05	2	5875-06-9	Proparacaine HCl	330.85	C16H26N2O3.HCl	CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl	True	False	False	False	CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N	294.194342692	294.395	C16H26N2O3	517321
B2276	G06	2	42971-09-5	Vinpocetine	350.45	C22H26N2O2	O=C(C(N1C2=C(C3=C([H])C([H])=C([H])C([H])=C13)C([H])([H])C4([H])[H])=C([H])[C@@]5(C([H])([H])C([H])([H])[H])[C@]2([H])N4C([H])([H])C([H])([H])C5([H])[H])OC([H])([H])C([H])([H])[H]	True	False	False	False	CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32	350.19942807199993	350.46200000000016	C22H26N2O2	443955
B2279	G07	2	28721-07-5	Oxcarbazepine	252.27	C15H12N2O2	C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N	True	False	False	False	NC(=O)N1c2ccccc2CC(=O)c2ccccc21	252.089877624	252.273	C15H12N2O2	34312
B2280	G08	2	106308-44-5	Rufinamide	238.19	C10H8F2N4O	C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F	True	False	False	False	NC(=O)c1cn(Cc2c(F)cccc2F)nn1	238.066617316	238.19699999999997	C10H8F2N4O	129228
B2285	G09	2	23541-50-6	Daunorubicin HCl	563.98	C27H30ClNO10	Cl[H].O=C(C([H])([H])[H])[C@@](C([H])([H])[C@]1([H])O[C@](C([H])([H])[C@]2([H])N([H])[H])([H])O[C@](C([H])([H])[H])([H])[C@@]2([H])O[H])(C([H])([H])C3=C1C(O[H])=C(C(C4=C5C([H])=C([H])C([H])=C4OC([H])([H])[H])=O)C(C5=O)=C3O[H])O[H]	True	False	False	False	COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N)C(O)C(C)O1)CC(O)(C(C)=O)C=4	527.1791461279998	527.5260000000003	C27H29NO10	62770
B2290	G10	2	4707-32-8	Beta-Lapachone	242.27	C15H14O3	CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C	True	False	False	False	CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O	242.094294308	242.27399999999997	C15H14O3	3885
B3661	G11	2	7562-61-0	(+)-Usniacin	344.32	C18H16O7 	CC1=C(C(=C2C(=C1O)C3(C(=CC(=C(C3=O)C(=O)C)O)O2)C)C(=O)C)O	True	False	False	False	CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C	344.0896028519999	344.3190000000001	C18H16O7	478125
B3662	H01	2	88495-63-0	Artesunate	384.42	C19H28O8	O=C(CCC(O)=O)O[C@H]1O[C@@H]2O[C@@]3(C)OO[C@]42[C@@H](CC3)[C@H](C)CC[C@H]4[C@H]1C	True	False	False	False	CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4	384.178417856	384.4250000000002	C19H28O8	6917864
B3663	H02	2	527-73-1	Azomycin	113.07	C3H3N3O2 	[O-][N+](C1=NC=CN1)=O	True	False	False	False	O=[N+]([O-])c1ncc[nH]1	113.022526336	113.07599999999998	C3H3N3O2	10701
B3667	H03	2	700-06-1	Indole-3-carbinol	147.18	C9H9NO	OCC1=CNC2=CC=CC=C12	True	False	False	False	OCc1c[nH]c2ccccc12	147.068413908	147.17699999999996	C9H9NO	3712
B3672	H04	2	479-41-4	Indirubin	262.26	C16H10N2O2	O=C1/C(NC2=CC=CC=C21)=C3C4=CC=CC=C4NC\3=O	True	False	False	False	O=C1C(c2c(O)[nH]c3ccccc23)=Nc2ccccc21	262.07422756	262.268	C16H10N2O2	10177
B3675	H05	2	498-02-2	Apocynin	166.17	C9H10O3	OC1=CC=C(C(C)=O)C=C1OC	True	False	False	False	COc1cc(C(C)=O)ccc1O	166.06299418	166.176	C9H10O3	2214
B3676	H06	2	483-14-7	Rotundine	355.43	C21H25NO4	COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC	True	False	False	False	COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2	355.17835828	355.4340000000001	C21H25NO4	72301
B3677	H07	2	58-63-9	Inosine	268.23	C10H12N4O5	O[C@H]1[C@H](N2C(NC=NC3=O)=C3N=C2)O[C@H](CO)[C@H]1O	True	False	False	False	O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O	268.08076948400003	268.229	C10H12N4O5	135398641
B3680	H08	2	126-07-8	Griseofulvin	352.77	C17H17ClO6	ClC(C(O[C@]1(C(OC)=C2)[C@H](C)CC2=O)=C(C(OC)=C3)C1=O)=C3OC	True	False	False	False	COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O	352.071365944	352.7700000000001	C17H17ClO6	441140
B4745	H09	2	19685-09-7	(S)-10-Hydroxycamptothecin	364.35	C20H16N2O5	CC[C@]1(O)C(C=C2C3=C(CN2C4=O)C=C5C=C(O)C=CC5=N3)=C4COC1=O	True	False	False	False	CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1	364.105921612	364.35700000000014	C20H16N2O5	97226
B4794	H10	2	1477949-42-0	Santacruzamate A (CAY10683)	278.35	C15H22N2O3	CCOC(=O)NCCCC(=O)NCCC1=CC=CC=C1	True	False	False	False	CCOC(=O)NCCCC(=O)NCCc1ccccc1	278.163042564	278.352	C15H22N2O3	72946782
B4872	H11	2	12650-69-0	Mupirocin	500.62	C26H44O9	CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O	True	False	False	False	CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O	500.2985329879999	500.62900000000053	C26H44O9	446596
B4883	A01	3	21293-29-8	Abscisic Acid (Dormin)	264.32	C15H20O4	CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C	True	False	False	False	CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O	264.13615912	264.321	C15H20O4	287291
B4964	A02	3	490-46-0	(-)-epicatechin	290.27	C15H14O6	O[C@@H]1CC2=C(C=C(O)C=C2O)O[C@@H]1C3=CC=C(O)C(O)=C3	True	False	False	False	Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2	290.079038168	290.271	C15H14O6	72276
B4965	A03	3	1257-08-5	(-)-epicatechin gallate	442.37	C22H18O10	OC1=CC(C(O[C@@H]2CC3=C(C=C(O)C=C3O)O[C@@H]2C4=CC=C(O)C(O)=C4)=O)=CC(O)=C1O	True	False	False	False	O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1	442.0899967759999	442.37600000000015	C22H18O10	107905
B5054	A04	3	124-87-8	Picrotoxin	602.59	C30H34O13	CC(=C)[C@@H]1C2[C@@H]3[C@@]4([C@](C1C(=O)O2)(CC5[C@]4(O5)C(=O)O3)O)C.C[C@@]12[C@H]3C4[C@H](C([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O	True	False	False	False	CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C	310.105252916	310.302	C15H18O7	31304
B5484	A05	3	38183-03-8	7,8-Dihydroxyflavone	254.24	C15H10O4	OC1=C(C2=CC=C1O)OC(C3=CC=CC=C3)=CC2=O	True	False	False	False	O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12	254.0579088	254.24099999999999	C15H10O4	1880
B5986	A06	3	471-53-4	Enoxolone	470.68	C30H46O4	CC([C@]1([H])CC[C@]23C)([C@](O)([H])CC[C@@]1([C@@]2([H])C(C=C4[C@]5([H])C[C@](CC[C@](CC[C@]43C)5C)(C(O)=O)C)=O)C)C	True	False	False	False	CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(O)C(C)(C)C2CCC13C	470.33960995199993	470.69400000000036	C30H46O4	10114
B5988	A07	3	7085-55-4	Troxerutin	742.68	C33H42O19	C[C@@](O1)([H])[C@@](O)([H])[C@](O)([H])[C@](O)([H])[C@]1([H])OC[C@]2([H])[C@](O)([H])[C@@](O)([H])[C@](O)([H])[C@@](OC(C(C3=C(O)C=C(OCCO)C=C3O4)=O)=C4C5=CC(OCCO)=C(OCCO)C=C5)([H])O2	True	False	False	False	CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	742.2320291240001	742.6800000000001	C33H42O19	5486699
B5990	A08	3	520-34-3	Diosmetin	300.26	C16H12O6	COC1=C(O)C=C(C2=CC(C3=C(O)C=C(O)C=C3O2)=O)C=C1	True	False	False	False	COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O	300.063388104	300.266	C16H12O6	5281612
B5993	A09	3	1867-73-8	N6-methyladenosine (m6A)	281.27	C11H15N5O4	CNC1=C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@@](O3)([H])CO)C2=NC=N1	True	False	False	False	CN=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O	281.11240396000005	281.272	C11H15N5O4	102175
B6001	A10	3	90-33-5	4-Methylumbelliferone (4-MU)	176.17	C10H8O3	CC(C1=C(O2)C=C(O)C=C1)=CC2=O	True	False	False	False	Cc1cc(=O)oc2cc(O)ccc12	176.047344116	176.17099999999996	C10H8O3	5280567
B6040	A11	3	2591-17-5	D-Luciferin	280.32	C11H8N2O3S2	OC1=CC(S2)=C(N=C2C3=N[C@](C(O)=O)([H])CS3)C=C1	True	False	False	False	Oc1ccc2nc(-c3nc(C(O)O)cs3)sc2c1	279.997634116	280.33000000000004	C11H8N2O3S2	92934
B6228	B01	3	89-00-9	Quinolinic acid	167.12	C7H5NO4	OC(C1=CC=CN=C1C(O)=O)=O	True	False	False	False	O=C(O)c1cccnc1C(=O)O	167.02185764	167.11999999999998	C7H5NO4	1066
B6233	B02	3	407-41-0	O-Phospho-L-serine	185.07	C3H8NO6P	[O-]C([C@H](COP([O-])([O-])=O)[NH3+])=O	True	False	False	False	NC(COP(=O)(O)O)C(=O)O	185.008923606	185.072	C3H8NO6P	68841
B6523	B03	3	334-50-9	Spermidine trihydrochloride	254.63	C7H19N3.3HCl	NCCCCNCCCN.Cl.Cl.Cl	True	False	False	False	NCCCCNCCCN	145.15789760799998	145.25	C7H19N3	9539
B6674	B04	3	22862-76-6	Anisomycin	265.31	C14H19NO4	O[C@@H]1[C@H]([C@@H](CC(C=C2)=CC=C2OC)NC1)OC(C)=O	True	False	False	False	COc1ccc(CC2NCC(O)C2OC(C)=O)cc1	265.131408088	265.30899999999997	C14H19NO4	253602
B7005	B05	3	363-24-6	Prostaglandin E2	352.47	C20H32O5	O[C@H](C1)[C@H](/C=C/[C@H](CCCCC)O)[C@@H](C/C=C\CCCC(O)=O)C1=O	True	False	False	False	CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O	352.2249741239999	352.4710000000001	C20H32O5	5280360
B7201	B06	3	57-91-0	α-Estradiol	272.38	C18H24O2	O[C@H]1[C@]2(C)[C@@H](CC1)[C@H](CCC3=C4C=CC(O)=C3)[C@@H]4CC2	True	False	False	False	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	272.177630008	272.3880000000001	C18H24O2	68570
B7469	B07	3	50-22-6	Corticosterone	346.46	C21H30O4	O[C@@H]1[C@H]([C@](CC2)(C)C3=CC2=O)[C@@H](CC3)[C@H]4[C@]([C@@H](C(CO)=O)CC4)(C)C1	True	False	False	False	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12	346.21440944	346.46700000000016	C21H30O4	5753
B7587	B08	3	58-58-2	Puromycin dihydrochloride	544.43	C22H29N7O5.2HCl	O[C@H]1[C@H]([C@@H](CO)O[C@H]1N2C3=NC=NC(N(C)C)=C3N=C2)NC([C@H](CC(C=C4)=CC=C4OC)N)=O.Cl.Cl	True	False	False	False	COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1	471.223017028	471.5180000000002	C22H29N7O5	124081044
B7684	B09	3	20830-75-5	Digoxin	780.94	C41H64O14	O[C@]1([C@]([C@@H](C2=CC(OC2)=O)CC1)(C)[C@@H]3O)[C@H]4[C@H](C3)[C@](CC[C@@H]5O[C@@H](C[C@@H]6O)O[C@H](C)[C@H]6O[C@@H](C[C@@H]7O)O[C@H](C)[C@H]7O[C@@H](C[C@@H]8O)O[C@H](C)[C@H]8O)(C)[C@@H](C5)CC4	True	False	False	False	CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	780.429606728	780.9490000000001	C41H64O14	2724385
B7725	B10	3	516-05-2	Methylmalonate	118.09	C4H6O4	OC(C(C(O)=O)C)=O	True	False	False	False	CC(C(=O)O)C(=O)O	118.02660867200001	118.08799999999998	C4H6O4	487
B7775	B11	3	70-18-8	L-Glutathione Reduced	307.32	C10H17N3O6S	SC[C@@H](C(NCC(O)=O)=O)NC(CC[C@@H](C(O)=O)N)=O	True	False	False	False	NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O	307.08380626400003	307.32800000000003	C10H17N3O6S	124886
B7781	C01	3	57-13-6	Urea	60.06	CH4N2O	O=C(N)N	True	False	False	False	NC(N)=O	60.032362748	60.05599999999999	CH4N2O	1176
B7865	C02	3	890-38-0	2-Deoxyinosine	252.23	C10H12N4O4	OC[C@](O1)([H])[C@](O)([H])C[C@]1([H])N2C=NC3=C2N=CN=C3O	True	False	False	False	O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1	252.085854864	252.23	C10H12N4O4	135398593
B7870	C03	3	99-96-7	4-Hydroxybenzoic acid	138.12	C7H6O3	OC1=CC=C(C(O)=O)C=C1	True	False	False	False	O=C(O)c1ccc(O)cc1	138.031694052	138.12199999999999	C7H6O3	135
B7879	C04	3	528-50-7	Cellobiose	342.3	C12H22O11	OC[C@]1([H])[C@](O)([H])[C@@](O)([H])[C@](O)([H])[C@@](O[C@]([C@@](O)([H])[C@](O)([H])[C@]2([H])O)([H])[C@@](O2)([H])CO)([H])O1	True	False	False	False	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O	342.11621152399994	342.29700000000014	C12H22O11	10712
B7903	C05	3	87-89-8	myo-Inositol	180.16	C6H12O6+adduct	OC1C(O)C(O)C(O)C(O)C1O	True	False	False	False	OC1C(O)C(O)C(O)C(O)C1O	180.063388104	180.156	C6H12O6	892
B8214	C06	3	521-18-6	Dihydrotestosterone(DHT)	290.44	C19H30O2	C[C@]12CCC(C[C@]1([H])CC[C@@]3([H])[C@]4([H])CC[C@H](O)[C@@](CC[C@@]32[H])4C)=O	True	False	False	False	CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O	290.2245802	290.447	C19H30O2	10635
C3119	C07	3	21898-19-1	Clenbuterol (hydrochloride)	313.6	C12H18Cl2N2O ? HCl	CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl	True	False	False	False	CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1	276.07961855599996	277.195	C12H18Cl2N2O	5702273
C5167	C08	3	751-94-0	Fusidic Acid (sodium salt)	538.7	C31H47O6 ? Na	O[C@@H]1CC[C@@]2(C)[C@](CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@]4([H])[C@]3(C)C[C@H](OC(C)=O)/C4=C(C([O-])=O)/CC/C=C(C)/C)([H])[C@@H]1C.[Na+]	True	False	False	False	CC(=O)OC1=C(C(CCC=C(C)C)C(=O)O)C2CC(O)C3C4(C)CCC(O)C(C)C4CCC3(C)C2(C)C1	516.3450892559999	516.7190000000004	C31H48O6	23672955
C5593	C09	3	52152-93-9	Cefsulodin (sodium salt)	554.5	C22H19N4O8S2 ? Na	O=C(N[C@@H]1C(N2[C@]1([H])SCC(C[N+]3=CC=C(C(N)=O)C=C3)=C2C([O-])=O)=O)[C@H](S([O-])(=O)=O)C4=CC=CC=C4.[Na+]	True	False	False	False	NC(=O)c1cc[n+](C=C2CSC3C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C(=O)N3C2C(=O)O)cc1	532.0722555999998	532.5560000000003	C22H20N4O8S2	656644
N1154	C10	3	470-37-1	Cinobufagin	442.54	C26H34O6	O=C(C)O[C@H]1[C@H]2O[C@@]2([C@H]3[C@H]4[C@](CC[C@@H]5O)(C)[C@@H](C5)CC3)[C@@](CC4)(C)[C@H]1C(C=C6)=COC6=O	True	False	False	False	CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4CC(O)CCC43C)C23OC13	442.23553880799994	442.5520000000003	C26H34O6	11969542
N1207	C11	3	916347-31-4	Clinodiside A	959.12	C48H78O19	CC1(CCC2(C(CC3(C(=C2C1)C=CC4C3(CC(C5C4(CCC(C5)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)C)(C)CO)C)C)O)CO)C	True	False	False	False	CC1(C)CCC2(CO)C(=C3C=CC4C5(C)CCC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CC5C(C)(CO)CC4(C)C3(C)CC2O)C1	958.5137302760003	959.1330000000007	C48H78O19	71571492
N1272	D01	3	27741-01-1	Geniposidic acid	374.34	C16H22O10	C1C=C(C2C1C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)CO	True	False	False	False	O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)=CCC12	374.1212969039999	374.3420000000001	C16H22O10	443354
N1274	D02	3	17912-87-7	Myricetrin	464.38	C21H20O12	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O	True	False	False	False	CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	464.0954760799998	464.3790000000001	C21H20O12	5281673
N1280	D03	3	26904-64-3	Oxysophocarpine	262.35	C15H24N2O2	[O-][N+]12C3([H])C(C([H])([H])C([H])([H])C2([H])[H])([H])C(C([H])([H])C([H])=C([H])C4=O)([H])N4C([H])([H])C3([H])C([H])([H])C([H])([H])C1([H])[H]	True	False	False	False	O=C1C=CCC2C3CCC[N+]4([O-])CCCC(CN12)C34	262.168127944	262.353	C15H22N2O2	24721085
N1283	D04	3	632-85-9	Wogonin	284.26	C16H12O5	COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O	True	False	False	False	COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12	284.068473484	284.267	C16H12O5	5281703
N1288	D05	3	961-29-5	Isoliquiritigenin	256.25	C15H12O4	C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O	True	False	False	False	O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O	256.073558864	256.25699999999995	C15H12O4	638278
N1289	D06	3	2182-14-1	Vindoline	456.53	C25H32N2O6	O=C([C@@]1([C@]2([H])N(C([H])([H])[H])C3=C(C([H])=C([H])C(OC([H])([H])[H])=C3[H])[C@]24[C@@](C(C([H])([H])C([H])([H])[H])(C([H])=C([H])C5([H])[H])[C@@]1([H])OC(C([H])([H])[H])=O)([H])N5C([H])([H])C4([H])[H])O[H])OC([H])([H])[H]	True	False	False	False	CCC12C=CCN3CCC4(c5ccc(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32	456.22603674399994	456.53900000000027	C25H32N2O6	260535
N1304	D07	3	484-20-8	5-Methoxypsoralen	216.19	C12H8O4	COC1=C2C=CC(=O)OC2=CC3=C1C=CO3	True	False	False	False	COc1c2ccoc2cc2oc(=O)ccc12	216.042258736	216.19199999999998	C12H8O4	2355
N1305	D08	3	298-81-7	8-Methoxypsoralen	216.19	C12H8O4	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	True	False	False	False	COc1c2occc2cc2ccc(=O)oc12	216.042258736	216.19199999999998	C12H8O4	4114
N1308	D09	3	491-80-5	Biochanin A	284.26	C16H12O5	COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O	True	False	False	False	COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1	284.068473484	284.26699999999994	C16H12O5	5280373
N1311	D10	3	478-01-3	Nobiletin	402.39	C21H22O8	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC	True	False	False	False	COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC	402.1314676639999	402.39900000000017	C21H22O8	72344
N1315	D11	3	20554-84-1	Parthenolide	248.32	C15H20O3	C[C@@]12CC/C=C(C)/CC[C@@H]3[C@H](OC(C3=C)=O)[C@@H]1O2	True	False	False	False	C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21	248.1412445	248.32199999999997	C15H20O3	7251185
N1318	E01	3	479-91-4	Vitexicarpin	374.35	C19H18O8	COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O	True	False	False	False	COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1O	374.1001675359999	374.3450000000001	C19H18O8	5315263
N1332	E02	3	66-97-7	Psoralen	186.17	C11H6O3	C1=CC(=O)OC2=CC3=C(C=CO3)C=C21	True	False	False	False	O=c1ccc2cc3ccoc3cc2o1	186.031694052	186.166	C11H6O3	6199
N1336	E03	3	480-40-0	Chrysin	254.24	C15H10O4	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	True	False	False	False	O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12	254.0579088	254.24099999999996	C15H10O4	5281607
N1339	E04	3	34316-15-9	Chelerythrine	348.4	C21H18ClNO4	C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5	True	False	False	False	COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC	348.1230344760899	348.3780000000001	C21H18NO4+	2703
N1340	E05	3	61303-13-7	Isoacteoside	624.59	C29H36O15	CCOC1C(C(C(C(O1)COC(=O)C=CC2=CC(=C(C=C2)O)O)O)OC3C(C(C(C(O3)C)O)O)O)(C4=CC(=C(C=C4)O)O)O	True	False	False	False	CCOC1OC(COC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(OC2OC(C)C(O)C(O)C2O)C1(O)c1ccc(O)c(O)c1	624.2054204519999	624.5920000000003	C29H36O15	6476333
N1345	E06	3	751-03-1	Obacunone	454.51	C26H30O7	O=C1[C@@]2(C([H])([H])[H])[C@@]34O[C@]3([H])C(O[C@](C5=C([H])OC([H])=C5[H])([H])[C@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])[C@@](C([H])([H])[H])(C([H])=C6[H])[C@@](C(C([H])([H])[H])(C([H])([H])[H])OC6=O)([H])C1([H])[H])=O	True	False	False	False	CC1(C)OC(=O)C=CC2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321	454.1991532999999	454.5190000000003	C26H30O7	119041
N1347	E07	3	118-34-3	Syringin	372.36	C17H24O9	COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C=CCO	True	False	False	False	COc1cc(C=CCO)cc(OC)c1OC1OC(CO)C(O)C(O)C1O	372.14203234799993	372.3700000000001	C17H24O9	5316860
